rank,strategy_id,state,primary_blocker,next_action,instrument,session,orb_minutes,entry_model,rr_target,filter_type,confirm_bars,trailing_expr,trailing_n,annual_r_estimate,status,status_reason,chordia_verdict,chordia_audit_age_days,c8_oos_status,family,family_role,family_priority,active_in_profile
493,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_G5_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,ORB_G5,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
494,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_G6_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,ORB_G6,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
495,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_G8_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,ORB_G8,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
496,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_2K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,ORB_VOL_2K,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
497,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_4K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,ORB_VOL_4K,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
498,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_8K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,ORB_VOL_8K,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
499,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,OVNRNG_10,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
500,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_25_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,OVNRNG_25,1,0.0572,230,12.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0572, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
501,MNQ_US_DATA_1000_E2_RR1.0_CB1_COST_LT12_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,COST_LT12,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
502,MNQ_US_DATA_1000_E2_RR1.0_CB1_COST_LT15_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,COST_LT15,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
503,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G4_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ORB_G4,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
504,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G5_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ORB_G5,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
505,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G6_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ORB_G6,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
506,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G8_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ORB_G8,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
507,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_VOL_2K_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ORB_VOL_2K,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
508,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_VOL_4K_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ORB_VOL_4K,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
509,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_10_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,OVNRNG_10,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
510,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_25_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,OVNRNG_25,1,0.0556,235,12.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0556, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
511,MNQ_NYSE_OPEN_E1_RR1.0_CB3_OVNRNG_50_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,OVNRNG_50_FAST10,3,0.0959,135,12.0,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0959, N=135",MISSING,,,UNSPECIFIED,unknown,5,False
512,MNQ_US_DATA_1000_E2_RR1.5_CB1_OVNRNG_50_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.5,OVNRNG_50,1,0.0609,214,12.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0609, N=214",MISSING,,,UNSPECIFIED,unknown,5,False
513,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ATR_P50_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E2,1.0,ATR_P50,1,0.2946,30,11.8,DEPLOY,"Session HOT (+0.0100), ExpR=+0.2946, N=30",MISSING,,,UNSPECIFIED,unknown,5,False
514,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_X_MES_ATR70_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E2,1.5,X_MES_ATR70,1,0.454,15,11.7,DEPLOY,"Thin data (N=15), session regime HOT (+0.0100)",MISSING,,,UNSPECIFIED,unknown,5,False
515,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ATR_P30_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.0,ATR_P30,1,0.062,173,11.7,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0620, N=173",MISSING,,,UNSPECIFIED,unknown,5,False
516,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ATR_P30_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,30,E2,1.0,ATR_P30,1,0.0944,112,11.5,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0944, N=112",MISSING,,,UNSPECIFIED,unknown,5,False
517,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_COST_LT10_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,5,E2,1.0,COST_LT10,1,0.0628,199,11.5,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0628, N=199",MISSING,,,UNSPECIFIED,unknown,5,False
518,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_X_MGC_ATR70,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,X_MGC_ATR70,1,0.0671,156,11.4,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0671, N=156",MISSING,,,UNSPECIFIED,unknown,5,False
519,MNQ_NYSE_OPEN_E1_RR1.0_CB5_X_MGC_ATR70_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,X_MGC_ATR70,5,0.0912,114,11.3,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0912, N=114",MISSING,,,UNSPECIFIED,unknown,5,False
520,MNQ_NYSE_OPEN_E1_RR1.0_CB5_COST_LT08_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,COST_LT08_FAST10,5,0.0997,122,11.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0997, N=122",MISSING,,,UNSPECIFIED,unknown,5,False
521,MNQ_NYSE_OPEN_E1_RR1.0_CB5_COST_LT10_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,COST_LT10_FAST10,5,0.0997,122,11.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0997, N=122",MISSING,,,UNSPECIFIED,unknown,5,False
522,MNQ_NYSE_OPEN_E1_RR1.0_CB5_COST_LT12_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,COST_LT12_FAST10,5,0.0997,122,11.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0997, N=122",MISSING,,,UNSPECIFIED,unknown,5,False
523,MNQ_NYSE_OPEN_E1_RR1.0_CB5_ORB_G4_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,ORB_G4_FAST10,5,0.0997,122,11.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0997, N=122",MISSING,,,UNSPECIFIED,unknown,5,False
524,MNQ_NYSE_OPEN_E1_RR1.0_CB5_ORB_G5_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,ORB_G5_FAST10,5,0.0997,122,11.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0997, N=122",MISSING,,,UNSPECIFIED,unknown,5,False
525,MNQ_NYSE_OPEN_E1_RR1.0_CB5_ORB_G8_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,ORB_G8_FAST10,5,0.0997,122,11.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0997, N=122",MISSING,,,UNSPECIFIED,unknown,5,False
526,MNQ_NYSE_OPEN_E1_RR1.0_CB5_OVNRNG_25_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,OVNRNG_25_FAST10,5,0.0997,122,11.2,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0997, N=122",MISSING,,,UNSPECIFIED,unknown,5,False
527,MNQ_SINGAPORE_OPEN_E2_RR1.0_CB1_COST_LT15_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,1.0,COST_LT15,1,0.0489,249,11.2,DEPLOY,"Session HOT (+0.2253), ExpR=+0.0489, N=249",MISSING,,,UNSPECIFIED,unknown,5,False
528,MNQ_CME_PRECLOSE_E1_RR1.0_CB2_ATR70_VOL_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E1,1.0,ATR70_VOL,2,0.555,5,11.1,DEPLOY,"Thin data (N=5), session regime HOT (+0.0100)",MISSING,,,UNSPECIFIED,unknown,5,False
529,MNQ_US_DATA_1000_E2_RR2.5_CB1_CROSS_NYSE_MOMENTUM,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,2.5,CROSS_NYSE_MOMENTUM,1,0.0804,150,11.1,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0804, N=150",MISSING,,,UNSPECIFIED,unknown,5,False
530,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_COST_LT15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.5,COST_LT15,1,0.0557,216,11.1,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0557, N=216",MISSING,,,UNSPECIFIED,unknown,5,False
531,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_ORB_G8_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.5,ORB_G8,1,0.0557,216,11.1,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0557, N=216",MISSING,,,UNSPECIFIED,unknown,5,False
532,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_COST_LT10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,5,E2,1.0,COST_LT10,1,0.0599,199,11.0,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0599, N=199",MISSING,,,UNSPECIFIED,unknown,5,False
533,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_COST_LT10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,COST_LT10,1,0.0521,226,10.9,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0521, N=226",MISSING,,,UNSPECIFIED,unknown,5,False
534,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_16K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,15,E2,1.0,ORB_VOL_16K,1,0.0592,198,10.8,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0592, N=198",MISSING,,,UNSPECIFIED,unknown,5,False
535,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ATR_P50,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ATR_P50,1,0.0695,116,10.7,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0695, N=116",MISSING,,,UNSPECIFIED,unknown,5,False
536,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_X_MES_ATR70_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E2,1.0,X_MES_ATR70,1,0.3268,19,10.6,DEPLOY,"Thin data (N=19), session regime HOT (+0.0100)",MISSING,,,UNSPECIFIED,unknown,5,False
537,MNQ_COMEX_SETTLE_E2_RR2.5_CB1_ORB_VOL_16K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.5,ORB_VOL_16K,1,0.3146,36,10.5,DEPLOY,"Session HOT (+0.0837), ExpR=+0.3146, N=36",MISSING,,,UNSPECIFIED,unknown,5,False
538,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_X_MES_ATR70_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E2,1.0,X_MES_ATR70,1,0.3192,19,10.4,DEPLOY,"Thin data (N=19), session regime HOT (+0.0100)",MISSING,,,UNSPECIFIED,unknown,5,False
539,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_X_MES_ATR60_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E2,1.0,X_MES_ATR60,1,0.2432,25,10.4,DEPLOY,"Session HOT (+0.0100), ExpR=+0.2432, N=25",MISSING,,,UNSPECIFIED,unknown,5,False
540,MNQ_COMEX_SETTLE_E2_RR2.5_CB1_OVNRNG_100,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.5,OVNRNG_100,1,0.0717,157,10.4,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0717, N=157",MISSING,,,UNSPECIFIED,unknown,5,False
541,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ATR_P30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.0,ATR_P30,1,0.056,171,10.4,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0560, N=171",MISSING,,,UNSPECIFIED,unknown,5,False
542,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT12_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,COST_LT12,1,0.051,215,10.1,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0510, N=215",MISSING,,,UNSPECIFIED,unknown,5,False
543,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_ATR_P70_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E2,1.5,ATR_P70,1,0.3631,16,10.0,DEPLOY,"Thin data (N=16), session regime HOT (+0.0100)",MISSING,,,UNSPECIFIED,unknown,5,False
544,MNQ_US_DATA_1000_E1_RR1.0_CB5_VWAP_MID_ALIGNED_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E1,1.0,VWAP_MID_ALIGNED,5,0.1066,102,10.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1066, N=102",MISSING,,,UNSPECIFIED,unknown,5,False
545,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ORB_VOL_8K_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ORB_VOL_8K,1,0.073,148,10.0,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0730, N=148",MISSING,,,UNSPECIFIED,unknown,5,False
546,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT10_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,COST_LT10,1,0.0545,195,9.8,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0545, N=195",MISSING,,,UNSPECIFIED,unknown,5,False
547,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_50_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,OVNRNG_50,1,0.0469,227,9.8,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0469, N=227",MISSING,,,UNSPECIFIED,unknown,5,False
548,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_OVNRNG_100_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,15,E2,1.0,OVNRNG_100,1,0.0621,169,9.7,DEPLOY,"Session HOT (+0.1892), ExpR=+0.0621, N=169",MISSING,,,UNSPECIFIED,unknown,5,False
549,MNQ_US_DATA_1000_E2_RR1.0_CB1_X_MES_ATR60,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.0,X_MES_ATR60,1,0.0534,105,9.6,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0534, N=105",MISSING,,,UNSPECIFIED,unknown,5,False
550,MNQ_NYSE_OPEN_E2_RR1.0_CB1_X_MGC_ATR70_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.0,X_MGC_ATR70,1,0.0557,156,9.5,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0557, N=156",MISSING,,,UNSPECIFIED,unknown,5,False
551,MNQ_US_DATA_1000_E1_RR1.0_CB2_VWAP_MID_ALIGNED_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E1,1.0,VWAP_MID_ALIGNED,2,0.0895,114,9.4,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0895, N=114",MISSING,,,UNSPECIFIED,unknown,5,False
552,MNQ_CME_PRECLOSE_E1_RR1.0_CB4_X_MES_ATR70_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,15,E1,1.0,X_MES_ATR70,4,0.515,9,9.3,DEPLOY,"Thin data (N=9), session regime HOT (+0.0100)",MISSING,,,UNSPECIFIED,unknown,5,False
553,MNQ_EUROPE_FLOW_E2_RR1.5_CB1_PDR_R105,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.5,PDR_R105,1,0.1067,94,9.3,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1067, N=94",MISSING,,,UNSPECIFIED,unknown,5,False
554,MNQ_EUROPE_FLOW_E2_RR1.5_CB1_PDR_R105_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.5,PDR_R105,1,0.1057,94,9.2,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1057, N=94",MISSING,,,UNSPECIFIED,unknown,5,False
555,MNQ_US_DATA_1000_E2_RR1.0_CB1_CROSS_NYSE_MOMENTUM_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,CROSS_NYSE_MOMENTUM,1,0.0557,178,9.2,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0557, N=178",MISSING,,,UNSPECIFIED,unknown,5,False
556,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_VOL_16K_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,ORB_VOL_16K,1,0.2524,39,9.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.2524, N=39",MISSING,,,UNSPECIFIED,unknown,5,False
557,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_PDR_R125,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,PDR_R125,1,0.1628,56,9.1,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1628, N=56",MISSING,,,UNSPECIFIED,unknown,5,False
558,MNQ_US_DATA_1000_E1_RR1.0_CB4_VWAP_MID_ALIGNED_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E1,1.0,VWAP_MID_ALIGNED,4,0.0917,106,9.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0917, N=106",MISSING,,,UNSPECIFIED,unknown,5,False
559,MNQ_NYSE_OPEN_E2_RR1.0_CB1_ATR_P30_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E2,1.0,ATR_P30,1,0.0536,148,8.7,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0536, N=148",MISSING,,,UNSPECIFIED,unknown,5,False
560,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_VOL_16K_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,ORB_VOL_16K,1,0.253,37,8.6,DEPLOY,"Session HOT (+0.0837), ExpR=+0.2530, N=37",MISSING,,,UNSPECIFIED,unknown,5,False
561,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_COST_LT12_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,5,E2,1.0,COST_LT12,1,0.04,230,8.5,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0400, N=230",MISSING,,,UNSPECIFIED,unknown,5,False
