strategy_id,orb_label,entry_model,rr_target,confirm_bars,filter_type,regime_n,regime_wr,regime_exp_r,regime_sharpe,regime_maxdd,regime_validated,full_n,full_wr,full_exp_r,full_sharpe,full_maxdd,full_validated,delta_exp_r,delta_sharpe
MGC_2300_E2_RR1.0_CB1_ORB_L4,2300,E2,1.0,1,ORB_L4,84,0.4048,-0.348,-0.4362,30.5333,False,931,0.4559,-0.3163,-0.4197,294.8117,False,-0.0317,-0.0165
MGC_0030_E2_RR4.0_CB1_ORB_G3,0030,E2,4.0,1,ORB_G3,215,0.1222,-0.4766,-0.3384,85.7929,False,619,0.1305,-0.4448,-0.3095,206.8718,False,-0.0318,-0.0289
MGC_2300_E2_RR1.5_CB2_NO_FILTER,2300,E2,1.5,2,NO_FILTER,251,0.3387,-0.2543,-0.2431,65.8263,False,1245,0.3881,-0.2225,-0.2257,269.4062,False,-0.0318,-0.0174
MGC_1100_E1_RR3.0_CB5_ORB_L4,1100,E1,3.0,5,ORB_L4,100,0.21,-0.31,-0.2299,35.7197,False,1002,0.2435,-0.2781,-0.2164,279.3227,False,-0.0319,-0.0135
MGC_1000_E3_RR2.5_CB2_ORB_G5,1000,E3,2.5,2,ORB_G5,64,0.3594,0.1194,0.0792,11.7663,True,85,0.369,0.1514,0.0999,11.7663,False,-0.032,-0.0207
MGC_2300_E2_RR4.0_CB1_ORB_G4,2300,E2,4.0,1,ORB_G4,173,0.1603,-0.2817,-0.1707,55.9464,False,357,0.1706,-0.2497,-0.1505,79.1188,False,-0.032,-0.0202
MGC_0900_E1_RR2.5_CB2_ORB_G5,0900,E1,2.5,2,ORB_G5,64,0.4219,0.3453,0.2175,9.0,True,102,0.4286,0.3774,0.2359,9.0,True,-0.0321,-0.0184
MGC_2300_E1_RR1.5_CB1_ORB_G3,2300,E1,1.5,1,ORB_G3,221,0.3665,-0.193,-0.1812,46.7661,False,577,0.3901,-0.1608,-0.1528,95.8812,False,-0.0322,-0.0284
MGC_0030_E3_RR3.0_CB4_ORB_G4,0030,E3,3.0,4,ORB_G4,135,0.1875,-0.3401,-0.2463,39.8663,False,289,0.1981,-0.3078,-0.2202,69.094,False,-0.0323,-0.0261
MGC_0900_E1_RR1.5_CB5_ORB_G6,0900,E1,1.5,5,ORB_G6,42,0.4762,0.1052,0.0896,7.3751,True,72,0.4853,0.1376,0.1165,7.3751,True,-0.0324,-0.0269
MGC_0900_E1_RR2.0_CB3_ORB_G6,0900,E1,2.0,3,ORB_G6,43,0.4419,0.2285,0.1635,8.2222,True,73,0.4493,0.2609,0.1854,8.2222,True,-0.0324,-0.0219
MGC_0900_E2_RR1.5_CB5_ORB_G6,0900,E2,1.5,5,ORB_G6,42,0.4762,0.105,0.0895,7.356,True,72,0.4853,0.1374,0.1164,7.356,True,-0.0324,-0.0269
MGC_1000_E3_RR1.5_CB2_ORB_G3,1000,E3,1.5,2,ORB_G3,132,0.447,-0.0454,-0.0425,18.4392,False,177,0.4633,-0.013,-0.0121,18.4392,False,-0.0324,-0.0304
MGC_1100_E3_RR4.0_CB3_ORB_G2,1100,E3,4.0,3,ORB_G2,227,0.1839,-0.2301,-0.141,52.3527,False,632,0.199,-0.1977,-0.1221,146.6757,False,-0.0324,-0.0189
MGC_2300_E1_RR2.0_CB1_ORB_G2,2300,E1,2.0,1,ORB_G2,248,0.2951,-0.227,-0.1893,65.3305,False,951,0.325,-0.1946,-0.167,185.0197,False,-0.0324,-0.0223
MGC_2300_E1_RR3.0_CB4_ORB_G4,2300,E1,3.0,4,ORB_G4,160,0.188,-0.3177,-0.2231,50.3741,False,329,0.1984,-0.2853,-0.1981,76.2306,False,-0.0324,-0.025
MGC_2300_E2_RR1.5_CB3_ORB_G8,2300,E2,1.5,3,ORB_G8,37,0.4857,0.1445,0.1209,7.7478,True,59,0.5,0.1769,0.1489,8.7478,True,-0.0324,-0.028
MGC_1000_E1_RR1.5_CB3_ORB_L2,1000,E1,1.5,3,ORB_L2,58,0.3621,-0.4042,-0.5002,24.3327,False,947,0.3981,-0.3717,-0.473,352.2873,False,-0.0325,-0.0272
MGC_0030_E2_RR1.0_CB2_ORB_G5,0030,E2,1.0,2,ORB_G5,117,0.4595,-0.1569,-0.1706,22.8247,False,215,0.4769,-0.1243,-0.1351,30.733,False,-0.0326,-0.0355
MGC_0030_E3_RR1.0_CB2_ORB_G4,0030,E3,1.0,2,ORB_G4,148,0.4685,-0.1694,-0.1905,28.3223,False,325,0.4935,-0.1368,-0.1559,50.0978,False,-0.0326,-0.0346
MGC_1000_E3_RR1.0_CB5_ORB_G3,1000,E3,1.0,5,ORB_G3,126,0.5238,-0.1009,-0.1169,19.8516,False,169,0.5444,-0.0683,-0.0796,20.4354,False,-0.0326,-0.0373
MGC_1100_E3_RR1.0_CB1_ORB_G2,1100,E3,1.0,1,ORB_G2,236,0.4576,-0.2282,-0.2693,55.4303,False,663,0.5008,-0.1956,-0.2413,136.6279,False,-0.0326,-0.028
MGC_2300_E1_RR1.5_CB3_ORB_G8,2300,E1,1.5,3,ORB_G8,37,0.4857,0.144,0.1205,7.7473,True,59,0.5,0.1766,0.1487,8.7473,True,-0.0326,-0.0282
MGC_0030_E3_RR2.0_CB1_ORB_G6,0030,E3,2.0,1,ORB_G6,86,0.2532,-0.3052,-0.254,29.2534,False,141,0.2623,-0.2724,-0.2222,39.9576,False,-0.0328,-0.0318
MGC_2300_E1_RR1.0_CB5_ORB_G2,2300,E1,1.0,5,ORB_G2,226,0.4495,-0.1941,-0.2167,45.0794,False,871,0.4873,-0.1613,-0.1867,138.4539,False,-0.0328,-0.03
MGC_2300_E2_RR3.0_CB4_ORB_G4,2300,E2,3.0,4,ORB_G4,160,0.188,-0.3181,-0.2235,50.3833,False,329,0.1984,-0.2853,-0.1981,76.2634,False,-0.0328,-0.0254
MGC_2300_E3_RR1.0_CB2_ORB_G6,2300,E3,1.0,2,ORB_G6,78,0.4805,-0.1273,-0.1393,17.5453,False,135,0.5,-0.0945,-0.1039,18.6651,False,-0.0328,-0.0354
MGC_1100_E2_RR1.5_CB1_ORB_G2,1100,E2,1.5,1,ORB_G2,240,0.3792,-0.1777,-0.1679,43.7288,False,677,0.4136,-0.1448,-0.1413,108.7191,False,-0.0329,-0.0266
MGC_1800_E1_RR4.0_CB5_ORB_L4,1800,E1,4.0,5,ORB_L4,161,0.1603,-0.3476,-0.2312,63.422,False,1102,0.1874,-0.3147,-0.2186,341.6757,False,-0.0329,-0.0126
MGC_2300_E3_RR3.0_CB3_ORB_G8,2300,E3,3.0,3,ORB_G8,34,0.2667,-0.0082,-0.0049,9.7051,False,54,0.2766,0.0247,0.0148,10.7051,False,-0.0329,-0.0197
MGC_0030_E3_RR2.5_CB5_ORB_G3,0030,E3,2.5,5,ORB_G3,171,0.24,-0.2775,-0.2147,45.7586,False,466,0.2563,-0.2445,-0.1893,93.5747,False,-0.033,-0.0254
MGC_0900_E2_RR1.5_CB5_ORB_G5,0900,E2,1.5,5,ORB_G5,62,0.4677,0.0789,0.0679,10.8836,True,98,0.4787,0.1119,0.0958,10.8836,True,-0.033,-0.0279
MGC_1000_E1_RR2.0_CB1_ORB_G3,1000,E1,2.0,1,ORB_G3,137,0.3577,-0.0631,-0.05,23.0139,False,185,0.3696,-0.0301,-0.0236,23.0139,False,-0.033,-0.0264
MGC_1100_E3_RR2.5_CB4_ORB_G3,1100,E3,2.5,4,ORB_G3,181,0.2722,-0.1752,-0.1293,36.1684,False,353,0.2849,-0.1422,-0.1042,61.0113,False,-0.033,-0.0251
MGC_2300_E3_RR2.0_CB2_ORB_G3,2300,E3,2.0,2,ORB_G3,207,0.3069,-0.1995,-0.1652,52.0969,False,534,0.3281,-0.1665,-0.1392,88.7093,False,-0.033,-0.026
MGC_0030_E1_RR2.5_CB3_ORB_L8,0030,E1,2.5,3,ORB_L8,187,0.2147,-0.3521,-0.2829,62.1948,False,1130,0.2435,-0.319,-0.2638,282.2644,False,-0.0331,-0.0191
MGC_0900_E1_RR1.5_CB5_ORB_G5,0900,E1,1.5,5,ORB_G5,62,0.4677,0.0788,0.0679,10.8898,True,98,0.4787,0.1119,0.0958,10.8898,True,-0.0331,-0.0279
MGC_1100_E2_RR2.0_CB4_ORB_L3,1100,E2,2.0,4,ORB_L3,60,0.2833,-0.3363,-0.3148,23.1709,False,884,0.3216,-0.3032,-0.2966,272.1634,False,-0.0331,-0.0182
MGC_1000_E2_RR2.0_CB1_ORB_G3,1000,E2,2.0,1,ORB_G3,137,0.3577,-0.0631,-0.05,23.0897,False,185,0.3696,-0.0299,-0.0235,23.0897,False,-0.0332,-0.0265
MGC_1100_E1_RR1.5_CB5_ORB_G3,1100,E1,1.5,5,ORB_G3,190,0.3842,-0.129,-0.1165,33.103,False,371,0.4054,-0.0958,-0.0871,43.7989,False,-0.0332,-0.0294
MGC_2300_E2_RR3.0_CB4_ORB_G3,2300,E2,3.0,4,ORB_G3,202,0.1988,-0.2895,-0.2022,55.9369,False,531,0.2124,-0.2563,-0.1786,111.4843,False,-0.0332,-0.0236
MGC_2300_E2_RR3.0_CB3_ORB_L6,2300,E2,3.0,3,ORB_L6,165,0.2067,-0.294,-0.2114,48.7671,False,1077,0.2329,-0.2607,-0.1931,253.2973,False,-0.0333,-0.0183
MGC_0030_E1_RR1.0_CB3_ORB_G2,0030,E1,1.0,3,ORB_G2,235,0.4685,-0.1696,-0.1908,43.402,False,961,0.5101,-0.1361,-0.1599,125.8046,False,-0.0335,-0.0309
MGC_1100_E3_RR2.5_CB2_ORB_G3,1100,E3,2.5,2,ORB_G3,189,0.2751,-0.1633,-0.1197,32.683,False,365,0.2885,-0.1298,-0.0946,58.2283,False,-0.0335,-0.0251
MGC_0030_E3_RR1.5_CB1_ORB_G3,0030,E3,1.5,1,ORB_G3,206,0.3719,-0.1975,-0.1884,41.3963,False,590,0.3964,-0.1639,-0.1583,97.0815,False,-0.0336,-0.0301
MGC_1000_E3_RR2.0_CB4_ORB_G6,1000,E3,2.0,4,ORB_G6,45,0.3556,-0.0322,-0.0244,6.6084,False,60,0.3667,0.0014,0.0011,7.8092,False,-0.0336,-0.0255
MGC_1000_E3_RR2.0_CB5_ORB_G6,1000,E3,2.0,5,ORB_G6,45,0.3556,-0.0322,-0.0244,6.6084,False,60,0.3667,0.0014,0.0011,7.8092,False,-0.0336,-0.0255
MGC_2300_E1_RR2.5_CB3_ORB_L6,2300,E1,2.5,3,ORB_L6,165,0.2418,-0.2742,-0.2122,45.2614,False,1077,0.2712,-0.2406,-0.1921,237.3158,False,-0.0336,-0.0201
MGC_1000_E1_RR2.0_CB2_ORB_G4,1000,E1,2.0,2,ORB_G4,93,0.3548,-0.0451,-0.0348,13.5493,False,125,0.3659,-0.0114,-0.0087,13.5493,False,-0.0337,-0.0261
MGC_0900_E3_RR3.0_CB4_ORB_G5,0900,E3,3.0,4,ORB_G5,57,0.2105,-0.2357,-0.1578,21.3567,False,90,0.2169,-0.2019,-0.1322,27.4505,False,-0.0338,-0.0256
MGC_1100_E3_RR4.0_CB4_ORB_G2,1100,E3,4.0,4,ORB_G2,223,0.1826,-0.2373,-0.1462,53.2477,False,621,0.198,-0.2035,-0.1262,143.0669,False,-0.0338,-0.02
MGC_1800_E3_RR2.0_CB1_ORB_G6,1800,E3,2.0,1,ORB_G6,31,0.4516,0.2401,0.1727,4.3134,True,52,0.4615,0.2739,0.1969,5.3134,True,-0.0338,-0.0242
MGC_2300_E2_RR2.5_CB1_ORB_G6,2300,E2,2.5,1,ORB_G6,83,0.2278,-0.2608,-0.1904,29.1858,False,142,0.2403,-0.227,-0.1644,29.7939,False,-0.0338,-0.026
MGC_1100_E1_RR2.5_CB1_ORB_G2,1100,E1,2.5,1,ORB_G2,240,0.2762,-0.1601,-0.1171,40.1578,False,677,0.3012,-0.1262,-0.0943,100.9858,False,-0.0339,-0.0228
MGC_1100_E3_RR3.0_CB2_ORB_G3,1100,E3,3.0,2,ORB_G3,189,0.2434,-0.1544,-0.1031,33.7775,False,365,0.2556,-0.1205,-0.08,57.2076,False,-0.0339,-0.0231
MGC_2300_E1_RR4.0_CB3_ORB_G2,2300,E1,4.0,3,ORB_G2,237,0.135,-0.4074,-0.2703,90.4028,False,903,0.1502,-0.3735,-0.2499,268.569,False,-0.0339,-0.0204
MGC_0030_E2_RR1.5_CB3_ORB_G6,0030,E2,1.5,3,ORB_G6,81,0.3235,-0.2412,-0.2182,20.6106,False,138,0.3364,-0.2072,-0.1852,28.0601,False,-0.034,-0.033
MGC_0900_E2_RR1.5_CB4_ORB_G3,0900,E2,1.5,4,ORB_G3,96,0.4316,-0.0193,-0.0171,13.7373,False,154,0.4459,0.0147,0.013,13.7373,False,-0.034,-0.0301
MGC_1800_E3_RR4.0_CB2_ORB_L4,1800,E3,4.0,2,ORB_L4,160,0.1625,-0.4089,-0.3029,78.2602,False,1102,0.1929,-0.3749,-0.2895,412.056,False,-0.034,-0.0134
MGC_2300_E1_RR2.0_CB4_ORB_G4,2300,E1,2.0,4,ORB_G4,160,0.3034,-0.1727,-0.1371,34.2465,False,329,0.3188,-0.1387,-0.1099,44.7376,False,-0.034,-0.0272
MGC_2300_E2_RR2.0_CB5_ORB_L3,2300,E2,2.0,5,ORB_L3,32,0.2903,-0.281,-0.2452,9.4586,False,644,0.3221,-0.247,-0.2246,149.4413,False,-0.034,-0.0206
MGC_0030_E3_RR1.0_CB3_ORB_G2,0030,E3,1.0,3,ORB_G2,215,0.4541,-0.2269,-0.2658,48.4603,False,857,0.5031,-0.1927,-0.2385,162.9686,False,-0.0342,-0.0273
MGC_2300_E2_RR1.5_CB1_ORB_G3,2300,E2,1.5,1,ORB_G3,221,0.3665,-0.1927,-0.1809,46.6999,False,577,0.3912,-0.1585,-0.1505,94.7373,False,-0.0342,-0.0304
MGC_2300_E1_RR2.0_CB5_ORB_L3,2300,E1,2.0,5,ORB_L3,32,0.2903,-0.2784,-0.2421,9.3785,False,644,0.3232,-0.2441,-0.2217,148.0468,False,-0.0343,-0.0204
MGC_1000_E3_RR1.5_CB3_ORB_G4,1000,E3,1.5,3,ORB_G4,87,0.4368,-0.0394,-0.0358,15.5978,False,117,0.453,-0.005,-0.0045,15.5978,False,-0.0344,-0.0313
MGC_1100_E3_RR3.0_CB4_ORB_G3,1100,E3,3.0,4,ORB_G3,181,0.2389,-0.1735,-0.1171,37.5365,False,353,0.2507,-0.1391,-0.0931,62.4528,False,-0.0344,-0.024
MGC_2300_E3_RR3.0_CB3_ORB_L8,2300,E3,3.0,3,ORB_L8,202,0.2105,-0.3125,-0.2333,69.8626,False,1076,0.2436,-0.2781,-0.2161,282.9203,False,-0.0344,-0.0172
MGC_0030_E3_RR1.5_CB3_ORB_G5,0030,E3,1.5,3,ORB_G5,105,0.3711,-0.1661,-0.1521,25.4226,False,186,0.3865,-0.1316,-0.1198,29.0338,False,-0.0345,-0.0323
MGC_0030_E2_RR3.0_CB3_ORB_G2,0030,E2,3.0,3,ORB_G2,235,0.1649,-0.4274,-0.3304,86.8077,False,961,0.1806,-0.3928,-0.3028,272.3121,False,-0.0346,-0.0276
MGC_1100_E1_RR3.0_CB5_NO_FILTER,1100,E1,3.0,5,NO_FILTER,250,0.2008,-0.3029,-0.2167,77.5933,False,1249,0.2379,-0.2683,-0.2024,344.3039,False,-0.0346,-0.0143
MGC_2300_E1_RR2.0_CB4_ORB_G3,2300,E1,2.0,4,ORB_G3,202,0.3065,-0.1761,-0.1415,39.2057,False,531,0.3262,-0.1415,-0.1144,70.7935,False,-0.0346,-0.0271
MGC_0900_E3_RR1.0_CB4_ORB_G5,0900,E3,1.0,4,ORB_G5,57,0.4561,-0.1741,-0.1912,13.2637,False,90,0.4713,-0.1394,-0.1519,13.2775,False,-0.0347,-0.0393
MGC_2300_E2_RR2.0_CB2_ORB_G2,2300,E2,2.0,2,ORB_G2,242,0.2882,-0.2354,-0.1951,62.7235,False,925,0.3183,-0.2006,-0.1708,174.2422,False,-0.0348,-0.0243
MGC_0900_E2_RR1.0_CB5_ORB_G8,0900,E2,1.0,5,ORB_G8,21,0.5238,-0.0137,-0.0142,3.4628,False,44,0.5366,0.0212,0.022,5.0135,False,-0.0349,-0.0362
MGC_1100_E2_RR1.5_CB3_ORB_G4,1100,E2,1.5,3,ORB_G4,154,0.3961,-0.0946,-0.0842,22.8352,False,252,0.4127,-0.0597,-0.053,27.7538,False,-0.0349,-0.0312
MGC_0030_E3_RR2.5_CB3_ORB_G3,0030,E3,2.5,3,ORB_G3,183,0.2424,-0.2692,-0.2072,49.3373,False,512,0.2592,-0.2342,-0.1802,109.7346,False,-0.035,-0.027
MGC_0900_E3_RR1.0_CB4_ORB_G4,0900,E3,1.0,4,ORB_G4,67,0.4776,-0.1468,-0.163,11.8626,False,110,0.4953,-0.1117,-0.1237,15.6891,False,-0.0351,-0.0393
MGC_1800_E3_RR1.5_CB1_ORB_G4,1800,E3,1.5,1,ORB_G4,87,0.4483,-0.0154,-0.014,6.8198,False,134,0.4627,0.0197,0.0179,9.6509,False,-0.0351,-0.0319
MGC_0030_E1_RR1.0_CB2_ORB_L3,0030,E1,1.0,2,ORB_L3,41,0.4615,-0.258,-0.3173,13.446,False,648,0.5111,-0.2228,-0.291,140.6715,False,-0.0352,-0.0263
MGC_0900_E1_RR1.0_CB5_ORB_G8,0900,E1,1.0,5,ORB_G8,21,0.5238,-0.0139,-0.0144,3.46,False,44,0.5366,0.0213,0.0222,5.0125,False,-0.0352,-0.0366
MGC_1100_E1_RR1.5_CB5_ORB_G2,1100,E1,1.5,5,ORB_G2,232,0.3707,-0.1748,-0.1618,41.7425,False,652,0.4046,-0.1396,-0.133,99.1027,False,-0.0352,-0.0288
MGC_1100_E1_RR3.0_CB3_ORB_G2,1100,E1,3.0,3,ORB_G2,237,0.2403,-0.1555,-0.1031,39.3878,False,664,0.2604,-0.1203,-0.0808,98.2054,False,-0.0352,-0.0223
MGC_0030_E1_RR2.5_CB2_ORB_L6,0030,E1,2.5,2,ORB_L6,163,0.2222,-0.3458,-0.2812,58.221,False,1101,0.2492,-0.3105,-0.2579,282.0052,False,-0.0353,-0.0233
MGC_0030_E3_RR1.5_CB2_ORB_G6,0030,E3,1.5,2,ORB_G6,79,0.3288,-0.2479,-0.229,23.3806,False,129,0.3419,-0.2124,-0.1933,29.6177,False,-0.0355,-0.0357
MGC_1100_E2_RR1.0_CB3_ORB_G6,1100,E2,1.0,3,ORB_G6,99,0.5152,-0.0391,-0.0417,12.663,False,139,0.5324,-0.0035,-0.0037,16.2169,False,-0.0356,-0.038
MGC_2300_E2_RR2.0_CB4_ORB_G4,2300,E2,2.0,4,ORB_G4,160,0.3014,-0.1758,-0.1395,36.7302,False,329,0.3177,-0.1402,-0.111,47.181,False,-0.0356,-0.0285
MGC_2300_E3_RR1.5_CB1_ORB_L4,2300,E3,1.5,1,ORB_L4,82,0.3171,-0.3897,-0.4311,32.8978,False,907,0.361,-0.3541,-0.4081,320.694,False,-0.0356,-0.023
MGC_0030_E1_RR4.0_CB2_ORB_G5,0030,E1,4.0,2,ORB_G5,117,0.0899,-0.5903,-0.4503,52.5406,False,215,0.0966,-0.5546,-0.4055,86.2628,False,-0.0357,-0.0448
MGC_0030_E2_RR1.0_CB2_ORB_G2,0030,E2,1.0,2,ORB_G2,243,0.4635,-0.1862,-0.2116,47.2388,False,987,0.5081,-0.1505,-0.179,143.0146,False,-0.0357,-0.0326
MGC_1000_E1_RR2.0_CB2_ORB_G3,1000,E1,2.0,2,ORB_G3,136,0.3456,-0.0862,-0.0682,24.3823,False,183,0.3591,-0.0505,-0.0397,24.3823,False,-0.0357,-0.0285
MGC_0030_E3_RR2.0_CB4_ORB_G3,0030,E3,2.0,4,ORB_G3,175,0.3101,-0.2013,-0.1681,40.0688,False,485,0.3308,-0.1655,-0.1389,72.9404,False,-0.0358,-0.0292
MGC_2300_E2_RR1.5_CB3_ORB_L6,2300,E2,1.5,3,ORB_L6,165,0.3704,-0.2008,-0.1917,34.1722,False,1077,0.4176,-0.165,-0.1659,178.5923,False,-0.0358,-0.0258
MGC_1000_E1_RR1.0_CB1_ORB_G3,1000,E1,1.0,1,ORB_G3,137,0.5401,-0.0553,-0.0631,14.3502,False,185,0.5622,-0.0193,-0.0221,14.3502,False,-0.036,-0.041
MGC_1100_E1_RR2.0_CB4_ORB_G2,1100,E1,2.0,4,ORB_G2,235,0.312,-0.1656,-0.133,43.1185,False,659,0.341,-0.1295,-0.1065,94.3391,False,-0.0361,-0.0265
MGC_0900_E2_RR1.5_CB5_ORB_G8,0900,E2,1.5,5,ORB_G8,21,0.4286,0.009,0.0075,4.8698,False,44,0.439,0.0452,0.0378,4.8698,False,-0.0362,-0.0303
MGC_0030_E1_RR3.0_CB2_ORB_G4,0030,E1,3.0,2,ORB_G4,156,0.126,-0.5445,-0.4519,69.1495,False,353,0.1358,-0.5082,-0.4084,130.685,False,-0.0363,-0.0435
MGC_0030_E1_RR3.0_CB5_ORB_G4,0030,E1,3.0,5,ORB_G4,146,0.1481,-0.4603,-0.3538,49.7129,False,325,0.1582,-0.4239,-0.3178,86.9741,False,-0.0364,-0.036
MGC_0030_E3_RR4.0_CB2_NO_FILTER,0030,E3,4.0,2,NO_FILTER,230,0.1357,-0.4426,-0.3127,88.0708,False,1154,0.1607,-0.4062,-0.2955,384.6399,False,-0.0364,-0.0172
MGC_1000_E3_RR2.5_CB4_ORB_G6,1000,E3,2.5,4,ORB_G6,45,0.3111,-0.0112,-0.0075,10.4662,False,60,0.322,0.0252,0.0168,10.4662,False,-0.0364,-0.0243
MGC_1000_E3_RR2.5_CB5_ORB_G6,1000,E3,2.5,5,ORB_G6,45,0.3111,-0.0112,-0.0075,10.4662,False,60,0.322,0.0252,0.0168,10.4662,False,-0.0364,-0.0243
MGC_1800_E2_RR1.5_CB3_ORB_G6,1800,E2,1.5,3,ORB_G6,31,0.4839,0.1297,0.1092,3.7706,True,52,0.5,0.1661,0.1409,4.7706,True,-0.0364,-0.0317
MGC_2300_E1_RR1.5_CB4_NO_FILTER,2300,E1,1.5,4,NO_FILTER,237,0.3616,-0.1981,-0.1851,47.4923,False,1188,0.409,-0.1617,-0.1592,183.107,False,-0.0364,-0.0259
MGC_2300_E2_RR2.0_CB1_ORB_G5,2300,E2,2.0,1,ORB_G5,121,0.2966,-0.1912,-0.1527,35.6256,False,211,0.3119,-0.1548,-0.123,36.9418,False,-0.0364,-0.0297
MGC_0900_E1_RR1.5_CB5_ORB_G8,0900,E1,1.5,5,ORB_G8,21,0.4286,0.0087,0.0073,4.8714,False,44,0.439,0.0452,0.0378,4.8714,False,-0.0365,-0.0305
MGC_1000_E1_RR2.5_CB4_ORB_G4,1000,E1,2.5,4,ORB_G4,91,0.3258,0.0316,0.0211,17.4019,False,123,0.3361,0.0681,0.0451,17.4019,True,-0.0365,-0.024
MGC_0030_E3_RR4.0_CB1_ORB_G6,0030,E3,4.0,1,ORB_G6,86,0.1143,-0.4859,-0.337,39.377,False,141,0.1193,-0.4493,-0.2986,58.6384,False,-0.0366,-0.0384
MGC_0900_E3_RR2.0_CB5_ORB_G6,0900,E3,2.0,5,ORB_G6,37,0.3514,-0.0371,-0.0279,9.7794,False,66,0.3607,-0.0005,-0.0003,10.6237,False,-0.0366,-0.0276
MGC_1000_E2_RR2.5_CB4_ORB_G4,1000,E2,2.5,4,ORB_G4,91,0.3258,0.0325,0.0217,17.3947,False,123,0.3361,0.0691,0.0458,17.3947,True,-0.0366,-0.0241
MGC_1100_E1_RR1.5_CB2_ORB_G2,1100,E1,1.5,2,ORB_G2,238,0.3739,-0.1788,-0.1674,45.1195,False,668,0.4102,-0.1422,-0.1374,103.2535,False,-0.0366,-0.03
MGC_1100_E1_RR1.5_CB4_ORB_G3,1100,E1,1.5,4,ORB_G3,193,0.401,-0.0919,-0.0824,30.6628,False,376,0.424,-0.0553,-0.0501,35.585,False,-0.0366,-0.0323
MGC_2300_E2_RR1.5_CB4_ORB_G2,2300,E2,1.5,4,ORB_G2,228,0.3721,-0.1732,-0.1605,40.3444,False,880,0.4054,-0.1366,-0.1302,118.7259,False,-0.0366,-0.0303
MGC_0030_E2_RR3.0_CB5_ORB_G4,0030,E2,3.0,5,ORB_G4,146,0.1481,-0.4606,-0.3543,49.7453,False,325,0.1582,-0.4239,-0.3178,86.9708,False,-0.0367,-0.0365
MGC_0900_E3_RR1.0_CB5_ORB_G3,0900,E3,1.0,5,ORB_G3,87,0.4483,-0.2162,-0.2466,20.4135,False,140,0.4672,-0.1795,-0.2034,27.836,False,-0.0367,-0.0432
MGC_1800_E3_RR1.5_CB2_ORB_G6,1800,E3,1.5,2,ORB_G6,31,0.5806,0.3275,0.2852,2.7612,True,52,0.5962,0.3642,0.3208,3.7612,True,-0.0367,-0.0356
MGC_2300_E2_RR1.0_CB2_ORB_G6,2300,E2,1.0,2,ORB_G6,81,0.4568,-0.1558,-0.1681,23.4233,False,138,0.4776,-0.1191,-0.1287,25.2206,False,-0.0367,-0.0394
MGC_2300_E3_RR1.5_CB2_ORB_L3,2300,E3,1.5,2,ORB_L3,35,0.3429,-0.3715,-0.4198,13.9423,False,654,0.3867,-0.3348,-0.3958,218.1963,False,-0.0367,-0.024
MGC_0900_E2_RR2.5_CB2_ORB_G3,0900,E2,2.5,2,ORB_G3,97,0.3402,0.0725,0.0482,13.296,True,157,0.351,0.1093,0.0721,13.296,True,-0.0368,-0.0239
MGC_2300_E2_RR1.5_CB5_ORB_G3,2300,E2,1.5,5,ORB_G3,201,0.367,-0.1708,-0.1562,36.8813,False,527,0.3904,-0.134,-0.1235,74.3175,False,-0.0368,-0.0327
MGC_0030_E1_RR2.0_CB2_ORB_G2,0030,E1,2.0,2,ORB_G2,243,0.2798,-0.2687,-0.228,66.0855,False,987,0.3067,-0.2317,-0.1999,195.0849,False,-0.037,-0.0281
MGC_0030_E2_RR4.0_CB2_ORB_G4,0030,E2,4.0,2,ORB_G4,156,0.0826,-0.6287,-0.506,76.0747,False,353,0.0905,-0.5916,-0.4556,143.0848,False,-0.0371,-0.0504
MGC_2300_E1_RR4.0_CB3_NO_FILTER,2300,E1,4.0,3,NO_FILTER,246,0.134,-0.4161,-0.2788,95.8817,False,1215,0.1561,-0.379,-0.2607,381.2735,False,-0.0371,-0.0181
MGC_0030_E2_RR2.5_CB3_ORB_L6,0030,E2,2.5,3,ORB_L6,157,0.2174,-0.3519,-0.2847,58.4795,False,1073,0.2461,-0.3147,-0.2607,267.4391,False,-0.0372,-0.024
MGC_0030_E1_RR4.0_CB1_ORB_G6,0030,E1,4.0,1,ORB_G6,88,0.0882,-0.5986,-0.4603,44.3488,False,149,0.0943,-0.5613,-0.4108,65.3087,False,-0.0373,-0.0495
MGC_0030_E2_RR2.0_CB2_ORB_G6,0030,E2,2.0,2,ORB_G6,83,0.25,-0.3033,-0.2495,27.6705,False,141,0.2609,-0.266,-0.2142,37.0513,False,-0.0373,-0.0353
MGC_1000_E1_RR2.5_CB1_ORB_G3,1000,E1,2.5,1,ORB_G3,137,0.3139,-0.0417,-0.0293,20.2764,False,185,0.3261,-0.0044,-0.003,20.2764,False,-0.0373,-0.0263
MGC_1000_E1_RR1.0_CB2_ORB_G4,1000,E1,1.0,2,ORB_G4,93,0.4839,-0.1293,-0.1428,16.5438,False,125,0.504,-0.0919,-0.1015,20.288,False,-0.0374,-0.0413
MGC_1000_E2_RR2.5_CB1_ORB_G3,1000,E2,2.5,1,ORB_G3,137,0.3139,-0.0416,-0.0292,20.3609,False,185,0.3261,-0.0041,-0.0028,20.3609,False,-0.0375,-0.0264
